file_name;relative_path;absolute_path;word_count;score_raw;score_normalized;count__agisme;count__ville amie des aines;count__vada;count__vieillissement;count__personnes agees;count__aine;count__seniors;count__retraites;count__vieillir;count__retraite;count__age;count__intergenerationnel;count__chez soi;count__ehpad;count__mobilite;count__hebergement;count__autonomie;count__citoyen;count__fragile;count__vulnerable;count__dependant;count__isole;count__aidant;weighted__agisme;weighted__ville amie des aines;weighted__vada;weighted__vieillissement;weighted__personnes agees;weighted__aine;weighted__seniors;weighted__retraites;weighted__vieillir;weighted__retraite;weighted__age;weighted__intergenerationnel;weighted__chez soi;weighted__ehpad;weighted__mobilite;weighted__hebergement;weighted__autonomie;weighted__citoyen;weighted__fragile;weighted__vulnerable;weighted__dependant;weighted__isole;weighted__aidant;title_bonus__agisme;title_bonus__ville amie des aines;title_bonus__vada;title_bonus__vieillissement;title_bonus__personnes agees;title_bonus__aine;title_bonus__seniors;title_bonus__retraites;title_bonus__vieillir;title_bonus__retraite;title_bonus__age;title_bonus__intergenerationnel;title_bonus__chez soi;title_bonus__ehpad;title_bonus__mobilite;title_bonus__hebergement;title_bonus__autonomie;title_bonus__citoyen;title_bonus__fragile;title_bonus__vulnerable;title_bonus__dependant;title_bonus__isole;title_bonus__aidant
Quelles_histoires.txt;Database\Vada_database\Quelles_histoires.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\Vada_database\Quelles_histoires.txt;589;5;0.00848896;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A_Limonest_une_mutuelle_communale_qui_facilite_la_vie_des_aines.txt;Database\Vada_database\A_Limonest_une_mutuelle_communale_qui_facilite_la_vie_des_aines.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\Vada_database\A_Limonest_une_mutuelle_communale_qui_facilite_la_vie_des_aines.txt;691;6;0.00868307;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Soins_non_programmes_dentaires.txt;Database\Vada_database\Soins_non_programmes_dentaires.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\Vada_database\Soins_non_programmes_dentaires.txt;680;6;0.00882353;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Forum_sante.txt;Database\Vada_database\Forum_sante.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\Vada_database\Forum_sante.txt;560;5;0.00892857;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mise_en_place_de_linstance_de_la_gouvernance_ouverte.txt;Database\Vada_database\Mise_en_place_de_linstance_de_la_gouvernance_ouverte.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\Vada_database\Mise_en_place_de_linstance_de_la_gouvernance_ouverte.txt;1111;10;0.00900090;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A_Dijon_linstant_cafe.txt;Database\Vada_database\A_Dijon_linstant_cafe.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\Vada_database\A_Dijon_linstant_cafe.txt;978;9;0.00920245;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
La lutte contre la maladie d'Alzheimer un défi social.txt;Database\FdF_database\La lutte contre la maladie d'Alzheimer un défi social.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\FdF_database\La lutte contre la maladie d'Alzheimer un défi social.txt;2701;25;0.00925583;0;0;0;0;6;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;1;0;0;0;0;0;18;0;0;0;3;0;0;0;0;0;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FicheAction4_Ostricourt_VF.txt;Database\Fiches_actions_database\FicheAction4_Ostricourt_VF.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\Fiches_actions_database\FicheAction4_Ostricourt_VF.txt;431;4;0.00928074;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rencontre_intergenerationnelle.txt;Database\Vada_database\Rencontre_intergenerationnelle.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\Vada_database\Rencontre_intergenerationnelle.txt;838;8;0.00954654;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FicheAction1_Barlin_vf.txt;Database\Fiches_actions_database\FicheAction1_Barlin_vf.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\Fiches_actions_database\FicheAction1_Barlin_vf.txt;417;4;0.00959233;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Accompagnement_des_agents_du_SSIAD_pour_les_soins_palliatifs_des_patients.txt;Database\Vada_database\Accompagnement_des_agents_du_SSIAD_pour_les_soins_palliatifs_des_patients.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\Vada_database\Accompagnement_des_agents_du_SSIAD_pour_les_soins_palliatifs_des_patients.txt;935;9;0.00962567;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cafe_-_Lectures_itinerant.txt;Database\Vada_database\Cafe_-_Lectures_itinerant.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\Vada_database\Cafe_-_Lectures_itinerant.txt;621;6;0.00966184;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
