status;title;url;programme;appel;annee;etat;duree;subvention;financeurs;disciplines;path
rejected;Coopération et concurrence dans les Maisons de Santé Pluridisciplinaires : une analyse multi-niveaux (MULTICOOP);https://iresp.net/projets_finances/cooperation-et-concurrence-dans-les-maisons-de-sante-pluridisciplinaires-une-analyse-multi-niveaux-multicoop/;Services, interventions et politiques favorables à la santé;Général - Volet Recherche sur les services de santé;2016;Clos;18 mois;112824,94;CNAMTS;"Sociologie ; Sciences de gestion ; Santé publique";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\058_2016_cooperation_et_concurrence_dans_les_maisons_de_sante_pluridisciplinaires_une_analyse_multi_niveaux_multicoop.txt
rejected;Coordination des soins en psychiatrie, une approche par les réseaux (Psycoord);https://iresp.net/projets_finances/coordination-des-soins-en-psychiatrie-une-approche-par-les-reseaux-psycoord/;Services, interventions et politiques favorables à la santé;Général - Volet Recherche sur les services de santé;2016;Clos;24 mois;141614,3;CNAMTS;"Géographie ; Statistiques ; Economie ; Santé publique ; Psychiatrie ; Epidémiologie";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\059_2016_coordination_des_soins_en_psychiatrie_une_approche_par_les_reseaux_psycoord.txt
accepted;COOrdination et Parcours de soins psychiques chez les Enfants : une Recherche-ACTION autour du CMPP de Haute Marne;https://iresp.net/projets_finances/coordination-et-parcours-de-soins-psychiques-chez-les-enfants-une-recherche-action-autour-du-cmpp-de-haute-marne/;Autonomie;Établissements, services et transformation de l’offre médico-sociale (session 3);2021;En cours;36 mois;218 949,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\030_2021_coordination_et_parcours_de_soins_psychiques_chez_les_enfants_une_recherche_action_autour_du_cmpp_de_haute_marne.txt
rejected;Création d’un Système Addictions France d’Accès Numérique aux données de santé du médico-social en addictologie pour la Communauté scientifique – SAFRANC;https://iresp.net/projets_finances/creation-dun-systeme-addictions-france-dacces-numerique-aux-donnees-de-sante-du-medico-social-en-addictologie-pour-la-communaute-scientifique-safranc/;Addictions;Appel à actions structurantes - Recherche sur les usages et les addictions aux substances psychoactives;2021;Clos;36 mois;399251;Fonds de Lutte Contre les Addictions;"Addictologie ; Epidémiologie ; Sciences sociales";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\060_2021_creation_d_un_systeme_addictions_france_d_acces_numerique_aux_donnees_de_sante_du_medico_social_en_addictologie_pour_la_.txt
rejected;De la cellule à la société et inversement : aspects épistémologiques et éthiques de la causalité en santé publique – nouvelles approches – Thierry LANG;https://iresp.net/projets_finances/de-la-cellule-a-la-societe-et-inversement-aspects-epistemologiques-et-ethiques-de-la-causalite-en-sante-publique-nouvelles-approches/;Services, interventions et politiques favorables à la santé;Général - volet Prévention et promotion de la santé;2018;Clos;36 mois;193 689,00 €;Ligue contre le cancer;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\061_2018_de_la_cellule_a_la_societe_et_inversement_aspects_epistemologiques_et_ethiques_de_la_causalite_en_sante_publique_nouvell.txt
rejected;De la prise de risque au jeu pathologique : Les réseaux périneuronaux du cortex préfrontal comme substrats neurobiologiques des comportements addictifs.;https://iresp.net/projets_finances/de-la-prise-de-risque-au-jeu-pathologique-les-reseaux-perineuronaux-du-cortex-prefrontal-comme-substrats-neurobiologiques-des-comportements-addictifs/;Addictions;Substances psychoactives et comportements avec pouvoir addictif;2023;En cours;18 mois;50 976,00;Fonds de lutte contre les addictions;Neuroscience / Neurobiologie comportementale / Substrats neuronaux / Marqueurs biologiques;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\062_2023_de_la_prise_de_risque_au_jeu_pathologique_les_reseaux_perineuronaux_du_cortex_prefrontal_comme_substrats_neurobiologique.txt
accepted;De l’EHPAD à l’EHPAD : étude de cas d’un déménagement d’EHPAD sur l’appropriation des lieux par les résidents et les professionnels;https://iresp.net/projets_finances/de-lehpad-a-lehpad-etude-de-cas-dun-demenagement-dehpad-sur-lappropriation-des-lieux-par-les-residents-et-les-professionnels/;Autonomie;Établissements, Services et Transformation de l'Offre Médico-Sociale (session 4);2022;Clos;12 mois;61 122,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\031_2022_de_l_ehpad_a_l_ehpad_etude_de_cas_d_un_demenagement_d_ehpad_sur_l_appropriation_des_lieux_par_les_residents_et_les_profe.txt
accepted;De l’émergence de la catégorie à la gestion des parcours de vie des personnes en « situation de handicap complexe » : une analyse des dispositifs innovants portés par LADAPT Essonne;https://iresp.net/projets_finances/de-lemergence-de-la-categorie-a-la-gestion-des-parcours-de-vie-des-personnes-en-situation-de-handicap-complexe-une-analyse-des-dispositifs-innovants-portes-par-ladapt-essonne/;Autonomie;Dispositif Doctoral du programme Autonomie;2024;En cours;12 mois;44 706,55;CNSA;Sociologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\032_2024_de_l_emergence_de_la_categorie_a_la_gestion_des_parcours_de_vie_des_personnes_en_situation_de_handicap_complexe_une_anal.txt
rejected;De l’exploration du concept d’agentivité à sa prise en compte dans le développement des interventions éducatives;https://iresp.net/projets_finances/de-lexploration-du-concept-dagentivite-a-sa-prise-en-compte-dans-le-developpement-des-interventions-educatives/;Services, interventions et politiques favorables à la santé;Général - volet Prévention;2017;Clos;12 mois;48 700,00 €;;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\063_2017_de_l_exploration_du_concept_d_agentivite_a_sa_prise_en_compte_dans_le_developpement_des_interventions_educatives.txt
rejected;De l’usage de médicaments psychotropes hors prescription aux stratégies de réduction des risques chez des personnes en situation de précarité : étude anthropologique multi-située;https://iresp.net/projets_finances/de-lusage-de-medicaments-psychotropes-hors-prescription-aux-strategies-de-reduction-des-risques-chez-des-personnes-en-situation-de-precarite-etude-anthropologique-multi-situee/;Addictions;Conduites Addictives et Drogues : Prévention, Mécanismes, Repérage et Accompagnement;2024;En cours;36 mois;145 600,00;Fonds de lutte contre les addictions;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\064_2024_de_l_usage_de_medicaments_psychotropes_hors_prescription_aux_strategies_de_reduction_des_risques_chez_des_personnes_en_s.txt
rejected;Décisions d’adolescents : accompagner des collégiens en situation de vulnérabilité dans leurs alternatives en santé pour prévenir l’entrée dans la consommation de substances psychoactives (DECID’Addict);https://iresp.net/projets_finances/decidaddict-decisions-dadolescents-accompagner-des-collegiens-en-situation-de-vulnerabilite-dans-leurs-alternatives-en-sante-pour-prevenir-lentree-dans-la-consommation-de/;Addictions;Lutter contre les usages et les addictions aux substances psychoactives;2022;En cours;24 mois;99 952;Fonds de Lutte Contre les Addictions;Education à la santé, Prévention des addictions;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\065_2022_decisions_d_adolescents_accompagner_des_collegiens_en_situation_de_vulnerabilite_dans_leurs_alternatives_en_sante_pour_p.txt
rejected;Décomposer les mécanismes épigénétiques cérébraux des polyconsommations;https://iresp.net/projets_finances/decomposer-les-mecanismes-epigenetiques-cerebraux-des-polyconsommations/;Addictions;Lutter contre les usages et les addictions aux substances psychoactives;2022;En cours;48 mois;585 740;Fonds de Lutte Contre les Addictions;Neurobiologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\066_2022_decomposer_les_mecanismes_epigenetiques_cerebraux_des_polyconsommations.txt
accepted;Déficience intellectuelle et maladie d’Alzheimer;https://iresp.net/projets_finances/deficience-intellectuelle-et-maladie-dalzheimer/;Autonomie;Soutien à la structuration de communautés mixtes de recherche (session 2);2021;Clos;36 mois;248 258,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\033_2021_deficience_intellectuelle_et_maladie_d_alzheimer.txt
accepted;Déficience intellectuelle et parentalité : offres alternatives d’accompagnement de l’adulte;https://iresp.net/projets_finances/deficience-intellectuelle-et-parentalite-offres-alternatives-daccompagnement-de-ladulte/;Autonomie;Dispositifs et modalités d’accompagnement des personnes handicapées dans les établissements et services médico-sociaux;2017;Clos;36 mois;149 933,00 €;CNSA;Psychologie / Droit;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\034_2017_deficience_intellectuelle_et_parentalite_offres_alternatives_d_accompagnement_de_l_adulte.txt
rejected;Dépistage des médicaments antiépileptiques (MAE): un pipeline prénatal et trans-générationnel pour l’évaluation des risques neuro-développementaux;https://iresp.net/projets_finances/depistage-des-medicaments-antiepileptiques-mae-un-pipeline-prenatal-et-trans-generationnel-pour-levaluation-des-risques-neuro-developpementaux/;Antiépileptiques;Effet de l'exposition précoce aux médicaments antiépileptiques;2023;En cours;36 mois;799 842,00 €;DGS;Neurologie, épileptologie, reproduction.;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\067_2023_depistage_des_medicaments_antiepileptiques_mae_un_pipeline_prenatal_et_trans_generationnel_pour_l_evaluation_des_risques.txt
rejected;Développement et validation d’outils d’intelligence artificielle pour pleinement exploiter le potentiel des entrepôts de données de santé dans le domaine de la neuroimagerie;https://iresp.net/projets_finances/developpement-et-validation-doutils-dintelligence-artificielle-pour-pleinement-exploiter-le-potentiel-des-entrepots-de-donnees-de-sante-dans-le-domaine-de-la-neuroimagerie/;MESSIDORE;Méthodologie des essais cliniques innovants, dispositifs, outils et recherches exploitant les données de santé et biobanques;2023;En cours;48 mois;1 063 961,00 €;INSERM;informatique / intelligence artificielle / imagerie / neuroradiologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\068_2023_developpement_et_validation_d_outils_d_intelligence_artificielle_pour_pleinement_exploiter_le_potentiel_des_entrepots_de.txt
rejected;Développer et mettre en œuvre des facilitateurs d’activités signifiantes dans une unité gériatrique de court séjour pour prévenir les complications hospitalières gériatriques – Une étude de faisabilité;https://iresp.net/projets_finances/developper-et-mettre-en-oeuvre-des-facilitateurs-dactivites-signifiantes-dans-une-unite-geriatrique-de-court-sejour-pour-prevenir-les-complications-hospitalieres-geriatriques-une-etude-de-faisabili/;Services, interventions et politiques favorables à la santé;Services, interventions et politiques favorables à la santé;2021;Clos;18 mois;97 775,00 €;DGS;Geriatrics/ Health care organisation/ Health services research;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\069_2021_developper_et_mettre_en_uvre_des_facilitateurs_d_activites_signifiantes_dans_une_unite_geriatrique_de_court_sejour_pour_.txt
rejected;Devenir post-intervention des adolescents de l’essai PRALIMAP-INES. Acceptabilité et efficacité d’une intervention e-Coaching pour les jeunes adultes présentant un surpoids ou une obésité;https://iresp.net/projets_finances/devenir-post-intervention-des-adolescents-de-lessai-pralimap-ines-acceptabilite-et-efficacite-dune-intervention-e-coaching-pour-les-jeunes-adultes-presentant-un-surpoids-ou-une-obes/;Services, interventions et politiques favorables à la santé;Général - volet Prévention;2017;Clos;36 mois;250 000,00 €;;Psychologie / Santé publique / Nutrition;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\070_2017_devenir_post_intervention_des_adolescents_de_l_essai_pralimap_ines_acceptabilite_et_efficacite_d_une_intervention_e_coac.txt
accepted;Difficultés d’Inclusion des Elèves avec TSA : Attitudes et Comportements des Enseignants (DIETACE);https://iresp.net/projets_finances/difficultes-dinclusion-des-eleves-avec-tsa-attitudes-et-comportements-des-enseignants-dietace/;Autonomie;Autisme (session 4);2017;Clos;36 mois;132 499,16 €;CNSA;Sciences Humaines et Sociales;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\035_2017_difficultes_d_inclusion_des_eleves_avec_tsa_attitudes_et_comportements_des_enseignants_dietace.txt
accepted;Dispositifs expérimentaux et modèles alternatifs d’habitats intergénérationnels et domotique : une alternative à l’EHPAD ? Conception d’un programme de recherche multidimensionnel;https://iresp.net/projets_finances/dispositifs-experimentaux-et-modeles-alternatifs-dhabitats-intergenerationnels-et-domotique-une-alternative-a-lehpad-conception-dun-programme-de-recherche-multidimension/;Autonomie;Les établissements et services médico-sociaux pour personnes âgées en perte d’autonomie et personnes handicapées;2018;Clos;12 mois;49 755,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\036_2018_dispositifs_experimentaux_et_modeles_alternatifs_d_habitats_intergenerationnels_et_domotique_une_alternative_a_l_ehpad_c.txt
accepted;Dispositifs inclusifs pour élèves sourds : comment s’entendre ?;https://iresp.net/projets_finances/dispositifs-inclusifs-pour-eleves-sourds-comment-sentendre/;Autonomie;Analyse des politiques de l’autonomie, de l’offre médico-sociale et des besoins des publics;2023;En cours;24 mois;151 009,00 €;CNSA;Education;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\037_2023_dispositifs_inclusifs_pour_eleves_sourds_comment_s_entendre.txt
rejected;Disséquer une prédisposition commune entre dépendance tabagique et schizophrénie;https://iresp.net/projets_finances/dissequer-une-predisposition-commune-entre-dependance-tabagique-et-schizophrenie/;Addictions;Conduites Addictives et Drogues;2024;En cours;48 mois;356 400,00;Fonds de lutte contre les addictions;nicotine addiction / schizophrenia;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\071_2024_dissequer_une_predisposition_commune_entre_dependance_tabagique_et_schizophrenie.txt
rejected;Dopamine-Glutamate receptor heteromers in mice and humans: a targetable molecular candidate at the crossroad of addiction and risk factors (DOGMA);https://iresp.net/projets_finances/dopamine-glutamate-receptor-heteromers-in-mice-and-humans-a-targetable-molecular-candidate-at-the-crossroad-of-addiction-and-risk-factors-dogma/;Addictions;Lutte contre les addictions aux substances psychoactives;2019;En cours;48 mois;494381;Fonds de Lutte Contre les Addictions;"Biochimie ; Imagerie cellulaire ; Électrophysiologie";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\072_2019_dopamine_glutamate_receptor_heteromers_in_mice_and_humans_a_targetable_molecular_candidate_at_the_crossroad_of_addiction.txt
rejected;Dynamiques alternatives dans le travail de soins primaires;https://iresp.net/projets_finances/dynamiques-alternatives-dans-le-travail-de-soins-primaires/;Services, interventions et politiques favorables à la santé;Services, interventions et politiques favorables à la santé;2024;En cours;36 mois;246 941,00;Santé Publique France;Sociologie / Géographie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\073_2024_dynamiques_alternatives_dans_le_travail_de_soins_primaires.txt
rejected;Effet de l’exercice aigu sur les fonctions cognitives et les marqueurs sanguins de la plasticité cérébrale chez le consommateur réguliers de cannabis;https://iresp.net/projets_finances/effet-de-lexercice-aigu-sur-les-fonctions-cognitives-et-les-marqueurs-sanguins-de-la-plasticite-cerebrale-chez-le-consommateur-reguliers-de-cannabis/;Addictions;Recherches pour lutter contre les usages et les addictions aux substances psychoactives;2022;En cours;;;Fonds de Lutte Contre les Addictions;Physiologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\074_2022_effet_de_l_exercice_aigu_sur_les_fonctions_cognitives_et_les_marqueurs_sanguins_de_la_plasticite_cerebrale_chez_le_conso.txt
rejected;Effet de l’exercice aigu sur les fonctions cognitives et les marqueurs sanguins de plasticité cérébrale chez le consommateur régulier de cannabis;https://iresp.net/projets_finances/effet-de-lexercice-aigu-sur-les-fonctions-cognitives-et-les-marqueurs-sanguins-de-plasticite-cerebrale-chez-le-consommateur-regulier-de-cannabis/;Addictions;Lutter contre les usages et les addictions aux substances psychoactives;2022;En cours;24 mois;97 225;Fonds de Lutte Contre les Addictions;Physiologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\075_2022_effet_de_l_exercice_aigu_sur_les_fonctions_cognitives_et_les_marqueurs_sanguins_de_plasticite_cerebrale_chez_le_consomma.txt
rejected;Effets de la source des campagnes de prévention des risques et des dommages liés aux jeux d’argent et de hasard;https://iresp.net/projets_finances/effets-de-la-source-des-campagnes-de-prevention-des-risques-et-des-dommages-lies-aux-jeux-dargent-et-de-hasard/;Addictions;Conduites Addictives et Drogues;2024;En cours;36 mois;181 275,00;Fonds de lutte contre les addictions;Addictology and Public Health;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\076_2024_effets_de_la_source_des_campagnes_de_prevention_des_risques_et_des_dommages_lies_aux_jeux_d_argent_et_de_hasard.txt
rejected;Effets de la stimulation environnementale sur le risque de rechute dans l’addiction aux drogues (STIIMENVTREATADD);https://iresp.net/projets_finances/effets-de-la-stimulation-environnementale-sur-le-risque-de-rechute-dans-laddiction-aux-drogues-stiimenvtreatadd/;Addictions;Lutte contre les addictions aux substances psychoactives;2019;Clos;18 mois;99 975;Fonds de Lutte Contre les Addictions;"Neurosciences ; Psychiatrie ; Psychologie";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\077_2019_effets_de_la_stimulation_environnementale_sur_le_risque_de_rechute_dans_l_addiction_aux_drogues_stiimenvtreatadd.txt
rejected;Effets d’un programme interventionenl en vie réelle sur le mode de vie et le sommeil impactant la qualité de vie dans le cadre de prévention primaire;https://iresp.net/projets_finances/effets-dun-programme-interventionenl-en-vie-reelle-sur-le-mode-de-vie-et-le-sommeil-impactant-la-qualite-de-vie-dans-le-cadre-de-prevention-primaire/;Services, interventions et politiques favorables à la santé;Services, interventions et politiques favorables à la santé;2022;En cours;36 mois;392 152,00 €;DGS;Public health / physiology / medicine / sociology / psychology;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\078_2022_effets_d_un_programme_interventionenl_en_vie_reelle_sur_le_mode_de_vie_et_le_sommeil_impactant_la_qualite_de_vie_dans_le.txt
accepted;Effets d’une nouvelle organisation du travail dans l’aide à domicile : une évaluation par tirage aléatoire;https://iresp.net/projets_finances/effets-dune-nouvelle-organisation-du-travail-dans-laide-a-domicile-une-evaluation-par-tirage-aleatoire/;Autonomie;Établissements, Services et Transformation de l'Offre Médico-Sociale (session 4);2022;En cours;30 mois;97 451,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\038_2022_effets_d_une_nouvelle_organisation_du_travail_dans_l_aide_a_domicile_une_evaluation_par_tirage_aleatoire.txt
rejected;Effets transgénérationnels des médicaments anticonvulsivants évalués à l’aide du modèle Zebrafish;https://iresp.net/projets_finances/effets-transgenerationnels-des-medicaments-anticonvulsivants-evalues-a-laide-du-modele-zebrafish/;Antiépileptiques;Effet de l'exposition précoce aux médicaments antiépileptiques;2023;En cours;36 mois;600 861,00 €;DGS;"Epigenetics; Bioinformatics; Neurodevelopment; Toxicology";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\079_2023_effets_transgenerationnels_des_medicaments_anticonvulsivants_evalues_a_l_aide_du_modele_zebrafish.txt
rejected;Efficience du PRADO Insuffisance Cardiaque en Occitanie (PRADO-IC);https://iresp.net/projets_finances/efficience-du-prado-insuffisance-cardiaque-en-occitanie-prado-ic/;Services, interventions et politiques favorables à la santé;Général - Volet Recherche sur les services de santé;2016;Clos;36 mois;143579;CNAMTS;"Médecine ; Economie de la santé ; Biostatistiques ; Epidémiologie ; Sciences de gestion des systèmes d'information";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\080_2016_efficience_du_prado_insuffisance_cardiaque_en_occitanie_prado_ic.txt
rejected;Elaboration d’interventions d’accompagnement auprès des personnes VOLontairement inTerdItes de Jeux;https://iresp.net/projets_finances/elaboration-dinterventions-daccompagnement-aupres-des-personnes-volontairement-interdites-de-jeux/;Addictions;Substances psychoactives et comportements avec pouvoir addictif;2023;En cours;24 mois;146 566,00;Fonds de lutte contre les addictions;Addictologie / Santé Publique / Biostatistiques / Sciences Humaines et Sociales;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\081_2023_elaboration_d_interventions_d_accompagnement_aupres_des_personnes_volontairement_interdites_de_jeux.txt
accepted;Emploi, Parcours de soins et Autonomie des JEUnes adultes avec Paralysie cérébrale : données européennes;https://iresp.net/projets_finances/emploi-parcours-de-soins-et-autonomie-des-jeunes-adultes-avec-paralysie-cerebrale-donnees-europeennes/;Autonomie;Blanc (session 11);2020;Clos;24 mois;173 940,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\039_2020_emploi_parcours_de_soins_et_autonomie_des_jeunes_adultes_avec_paralysie_cerebrale_donnees_europeennes.txt
rejected;Emulation d’essais cliniques en présence de biais d’immortalité: Etude de cas sur le rôle de la chirurgie après un traitement systémique chez les patientes ayant un cancer du sein métastatique de novo;https://iresp.net/projets_finances/emulation-dessais-cliniques-en-presence-de-biais-dimmortalite-etude-de-cas-sur-le-role-de-la-chirurgie-apres-un-traitement-systemique-chez-les-patientes-ayant-un-cancer-du-sein-meta/;MESSIDORE;Méthodologie des essais cliniques innovants, dispositifs, outils et recherches exploitant les données de santé et biobanques;2023;En cours;36 mois;296 204,00 €;INSERM;Methodology-Biostatistics / Breast cancer / Oncology;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\082_2023_emulation_d_essais_cliniques_en_presence_de_biais_d_immortalite_etude_de_cas_sur_le_role_de_la_chirurgie_apres_un_traite.txt
rejected;Endeuillés par le Suicide d’un Proche: étude de faisabilité d’un Outil numérique d’Informations et Ressources pour la Résilience et le Soutien – Edouard LEAUNE;https://iresp.net/projets_finances/endeuilles-par-le-suicide-dun-proche-etude-de-faisabilite-dun-outil-numerique-dinformations-et-ressources-pour-la-resilience-et-le-soutien/;Services, interventions et politiques favorables à la santé;Recherche en santé publique;2020;Clos;18 mois;71 994,00 €;DREES;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\083_2020_endeuilles_par_le_suicide_d_un_proche_etude_de_faisabilite_d_un_outil_numerique_d_informations_et_ressources_pour_la_res.txt
rejected;Endotyper la sclérodermie systémique avec une analyse intégrative multidimensionnelle : des données de santé aux mécanismes pathogéniques;https://iresp.net/projets_finances/endotyper-la-sclerodermie-systemique-avec-une-analyse-integrative-multidimensionnelle-des-donnees-de-sante-aux-mecanismes-pathogeniques/;MESSIDORE;Méthodologie des essais cliniques innovants, dispositifs, outils et recherches exploitant les données de santé et biobanques;2023;En cours;48 mois;1 216 328,00 €;INSERM;Immunologie et Technologies de santé;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\084_2023_endotyper_la_sclerodermie_systemique_avec_une_analyse_integrative_multidimensionnelle_des_donnees_de_sante_aux_mecanisme.txt
accepted;Enfants agités, parcours mouvementés, Agitation, inattention et comportements perturbateurs chez l’enfant, Un réseau de recherche entre l’Europe et l’Amérique Latine;https://iresp.net/projets_finances/enfants-agites-parcours-mouvementes-agitation-inattention-et-comportements-perturbateurs-chez-lenfant-un-reseau-de-recherche-entre-leurope-et-lamerique-latine/;Autonomie;Blanc (session 8);2017;Clos;12 mois;32 800 €;CNSA;"Sociologie ; Anthropologie ; Psychologie ; Sciences de l'éducation";C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\040_2017_enfants_agites_parcours_mouvementes_agitation_inattention_et_comportements_perturbateurs_chez_l_enfant_un_reseau_de_rech.txt
rejected;Enquête sur les connaissances, attitudes et pratiques des professionnels de soins primaires en matière de prise en charge du tabagisme chez les seniors en France (CAPZEROTABAC);https://iresp.net/projets_finances/enquete-sur-les-connaissances-attitudes-et-pratiques-des-professionnels-de-soins-primaires-en-matiere-de-prise-en-charge-du-tabagisme-chez-les-seniors-en-france-capzerotabac/;Addictions;Appel à projets de recherche et d’intervention pour réduire et lutter contre le tabagisme;2018;Clos;12 mois;49 917;Fonds de Lutte Contre le Tabac;"Santé Publique ; Epidémiologie";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\085_2018_enquete_sur_les_connaissances_attitudes_et_pratiques_des_professionnels_de_soins_primaires_en_matiere_de_prise_en_charge.txt
rejected;Etude de l’évolution et des déterminants des inégalités sociales de santé dans le diabète à partir des enquêtes Entred (ENTRED – ISS) – Virginie RINGA;https://iresp.net/projets_finances/entred-iss-etude-de-levolution-et-des-determinants-des-inegalites-sociales-de-sante-dans-le-diabete-a-partir-des-enquetes-entred/;Services, interventions et politiques favorables à la santé;Général -Volet Recherche sur les services de santé;2017;Clos;18 mois;40000;DGS;"Epidémiologie ; Promotion de la santé ; Statistiques";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\086_2017_etude_de_l_evolution_et_des_determinants_des_inegalites_sociales_de_sante_dans_le_diabete_a_partir_des_enquetes_entred_e.txt
accepted;Equité géographique et politiques décentralisées : normes et mesures en matière d’aide à l’autonomie des personnes âgées;https://iresp.net/projets_finances/equite-geographique-et-politiques-decentralisees-normes-et-mesures-en-matiere-daide-a-lautonomie-des-personnes-agees/;Autonomie;Blanc (session 12);2021;Clos;24 mois;111 960,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\041_2021_equite_geographique_et_politiques_decentralisees_normes_et_mesures_en_matiere_d_aide_a_l_autonomie_des_personnes_agees.txt
rejected;Essais cliniques augmentés à partir de données de vie réelle;https://iresp.net/projets_finances/essais-cliniques-augmentes-a-partir-de-donnees-de-vie-reelle/;MESSIDORE;Méthodologie des essais cliniques innovants, dispositifs, outils et recherches exploitant les données de santé et biobanques;2024;En cours;36 mois;623 023,00;INSERM;Le projet CAIR s'inscrit principalement dans le domaine de la Biostatistique et plus particulièrement les méthodes pour l'inférence causale appliquée à la recherche clinique. De nombreux développements feront appel à du machine learning, à des modèle;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\087_2024_essais_cliniques_augmentes_a_partir_de_donnees_de_vie_reelle.txt
accepted;Etat de santé, parcours de vie, et vécu des familles des personnes polyhandicapées à domicile;https://iresp.net/projets_finances/etat-de-sante-parcours-de-vie-et-vecu-des-familles-des-personnes-polyhandicapees-a-domicile/;Autonomie;Analyse des politiques de l’autonomie, de l’offre médico-sociale et des besoins des publics;2024;En cours;30 mois;235 717,00;CNSA;Santé publique, Epidémiologie, Psychologie, Sociologie, MPR, neuropédiatrie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\042_2024_etat_de_sante_parcours_de_vie_et_vecu_des_familles_des_personnes_polyhandicapees_a_domicile.txt
accepted;Etre un proche aidant pendant les études universitaires en France : prévalence, analyse préliminaire des besoins et impact sur la réussite des études;https://iresp.net/projets_finances/etre-un-proche-aidant-pendant-les-etudes-universitaires-en-france-prevalence-analyse-preliminaire-des-besoins-et-impact-sur-la-reussite-des-etudes/;Autonomie;Blanc (session 12);2021;Clos;12 mois;49 958,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\043_2021_etre_un_proche_aidant_pendant_les_etudes_universitaires_en_france_prevalence_analyse_preliminaire_des_besoins_et_impact_.txt
rejected;ETUCARE: Promotion de la santé mentale chez les étudiants;https://iresp.net/projets_finances/etucare-promotion-de-la-sante-mentale-chez-les-etudiants/;Services, interventions et politiques favorables à la santé;Services, interventions et politiques favorables à la santé;2021;Clos;24 mois;197 448,00 €;DGS;psychology/public health/educational sciences/medical sciences;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\088_2021_etucare_promotion_de_la_sante_mentale_chez_les_etudiants.txt
