status;title;url;programme;appel;annee;etat;duree;subvention;financeurs;disciplines;path
rejected;Mécanismes et expression des effets transgénérationels de l’exposition précoce aux 3 médicaments antiépileptiques les plus prescrits chez la femme enceinte (Lamotrigine, Pregabaline et Levetiracetam);https://iresp.net/projets_finances/mecanismes-et-expression-des-effets-transgenerationels-de-lexposition-precoce-aux-3-medicaments-antiepileptiques-les-plus-prescrits-chez-la-femme-enceinte-lamotrigine-pregabaline-et-levetir/;Antiépileptiques;Effet de l'exposition précoce aux médicaments antiépileptiques;2023;En cours;36 mois;797 477,00 €;DGS;Neurosciences;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\173_2023_mecanismes_et_expression_des_effets_transgenerationels_de_l_exposition_precoce_aux_3_medicaments_antiepileptiques_les_pl.txt
rejected;Mécanismes neuronaux et comportementaux sous-jacents aux déficits préfrontaux lors de la première exposition au cannabis synthétique à l’adolescence.;https://iresp.net/projets_finances/mecanismes-neuronaux-et-comportementaux-sous-jacents-aux-deficits-prefrontaux-lors-de-la-premiere-exposition-au-cannabis-synthetique-a-ladolescence/;Addictions;Conduites Addictives et Drogues;2024;En cours;36 mois;559 185,00;Fonds de lutte contre les addictions;Synaptic physiology / Transcriptomics / Biochemistry / Behavior / Deep Learning;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\174_2024_mecanismes_neuronaux_et_comportementaux_sous_jacents_aux_deficits_prefrontaux_lors_de_la_premiere_exposition_au_cannabis.txt
rejected;Médiation en santé, associative ou institutionnelle, et évaluation de ses effets sur la santé des populations vulnérables ainsi que sur les conditions de travail du personnel soignant;https://iresp.net/projets_finances/mediation-en-sante-associative-ou-institutionnelle-et-evaluation-de-ses-effets-sur-la-sante-des-populations-vulnerables-ainsi-que-sur-les-conditions-de-travail-du-personnel-soignant/;Services, interventions et politiques favorables à la santé;Services, interventions et politiques favorables à la santé;2024;En cours;36 mois;249 022,00;Santé Publique France;Economie de la santé / psychologie sociale de la santé / Santé publique / Sociologie / Anthropologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\175_2024_mediation_en_sante_associative_ou_institutionnelle_et_evaluation_de_ses_effets_sur_la_sante_des_populations_vulnerables_.txt
rejected;​MEsurer et surmonter les DIfficultés ALIMentaires des Enfants hospitalisés;https://iresp.net/projets_finances/mesurer-et-surmonter-les-difficultes-alimentaires-des-enfants-hospitalises/;Services, interventions et politiques favorables à la santé;Services, interventions et politiques favorables à la santé;2022;Clos;18 mois;94 476,00 €;DGS;Psychologie du développement, sciences des aliments, pédiatrie, sciences cognitives;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\176_2022_mesurer_et_surmonter_les_difficultes_alimentaires_des_enfants_hospitalises.txt
rejected;Mettre en place une communauté en ligne pour la prévention du tabagisme chez les adolescents (SCOTT);https://iresp.net/projets_finances/mettre-en-place-une-communaute-en-ligne-pour-la-prevention-du-tabagisme-chez-les-adolescents-scott/;Addictions;Appel à projets de recherche et d’intervention pour réduire et lutter contre le tabagisme;2018;Clos;18 mois;50 000;Fonds de Lutte Contre le Tabac;"Santé Publique ; Épidémiologie ; Sciences de l'éducation ; TIC ; Informatique médicale ; Sciences Sociales";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\177_2018_mettre_en_place_une_communaute_en_ligne_pour_la_prevention_du_tabagisme_chez_les_adolescents_scott.txt
accepted;Mieux Inclure en classe pour le bien-être de tous : Mise en place d’un dispositif de formation des Enseignants basé sur des mises en situation professionnelle d’éducation inclusive;https://iresp.net/projets_finances/mieux-inclure-en-classe-pour-le-bien-etre-de-tous-mise-en-place-dun-dispositif-de-formation-des-enseignants-base-sur-des-mises-en-situation-professionnelle-deducation-inclusive/;Autonomie;Blanc (session 9);2018;Clos;24 mois;107 632,00 €;CNSA;Psychologie sociale, Sciences de l’éducation;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\090_2018_mieux_inclure_en_classe_pour_le_bien_etre_de_tous_mise_en_place_d_un_dispositif_de_formation_des_enseignants_base_sur_de.txt
rejected;Mise en évidence des effets du LSD sur l’activité comportementale et cérébrale chez la souris;https://iresp.net/projets_finances/mise-en-evidence-des-effets-du-lsd-sur-lactivite-comportementale-et-cerebrale-chez-la-souris/;Addictions;Recherches pour lutter contre les usages et les addictions aux substances psychoactives;2022;En cours;36 mois;;Fonds de Lutte Contre les Addictions;Neurosciences systémiques et comportementales;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\178_2022_mise_en_evidence_des_effets_du_lsd_sur_l_activite_comportementale_et_cerebrale_chez_la_souris.txt
rejected;Mise en œuvre et évaluation d’une action de développement des compétences psychosociales en milieu scolaire pour l’amélioration du climat scolaire et du bien-être des enfants;https://iresp.net/projets_finances/mise-en-oeuvre-et-evaluation-dune-action-de-developpement-des-competences-psychosociales-en-milieu-scolaire-pour-lamelioration-du-climat-scolaire-et-du-bien-etre-des-enfants/;Services, interventions et politiques favorables à la santé;Services, interventions et politiques favorables à la santé;2024;En cours;36 mois;248 363,00;Santé Publique France;Santé publique;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\179_2024_mise_en_uvre_et_evaluation_d_une_action_de_developpement_des_competences_psychosociales_en_milieu_scolaire_pour_l_amelio.txt
accepted;MobiRYTHM: Les rythmicités individuelles comme soutien à la mobilisation attentionnelle cognitive et sociale chez les jeunes enfants avec trouble du spectre de l’autisme;https://iresp.net/projets_finances/mobirythm-les-rythmicites-individuelles-comme-soutien-a-la-mobilisation-attentionnelle-cognitive-et-sociale-chez-les-jeunes-enfants-avec-trouble-du-spectre-de-lautisme/;Autonomie;Dispositif Doctoral du programme Autonomie;2024;En cours;36 mois;151 536,00 €;CNSA;Science Humaine et Sociale (Psychologie);C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\091_2024_mobirythm_les_rythmicites_individuelles_comme_soutien_a_la_mobilisation_attentionnelle_cognitive_et_sociale_chez_les_jeu.txt
rejected;Modèle de prédiction de la réponse au traitement à l’aide d’une analyse intégrative de données cliniques, moléculaires et d’imagerie dans une large cohorte de lymphome folliculaire;https://iresp.net/projets_finances/modele-de-prediction-de-la-reponse-au-traitement-a-laide-dune-analyse-integrative-de-donnees-cliniques-moleculaires-et-dimagerie-dans-une-large-cohorte-de-lymphome-follicul/;MESSIDORE;Méthodologie des essais cliniques innovants, dispositifs, outils et recherches exploitant les données de santé et biobanques;2023;En cours;36 mois;1 440 943,00 €;INSERM;Intelligence artificielle / hémato-oncologie / biologie moléculaire;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\180_2023_modele_de_prediction_de_la_reponse_au_traitement_a_l_aide_d_une_analyse_integrative_de_donnees_cliniques_moleculaires_et.txt
accepted;Modélisation de l’aide informelle : approches économiques et applications au dispositif innovant d’accompagnement et de répit des aidants de la métropole de Lyon;https://iresp.net/projets_finances/modelisation-de-laide-informelle-approches-economiques-et-applications-au-dispositif-innovant-daccompagnement-et-de-repit-des-aidants-de-la-metropole-de-lyon/;Autonomie;Blanc;2016;Clos;36 mois;147 179€;CNSA;"Economie de la santé ; Santé publique ; Statistiques ; Médecine";C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\092_2016_modelisation_de_l_aide_informelle_approches_economiques_et_applications_au_dispositif_innovant_d_accompagnement_et_de_re.txt
rejected;Nanocapteurs métaboliques pour détecter et surveiller la sIgnature de la fibrillation auriculaire;https://iresp.net/projets_finances/nanocapteurs-metaboliques-pour-detecter-et-surveiller-la-signature-de-la-fibrillation-auriculaire/;MESSIDORE;Méthodologie des essais cliniques innovants, dispositifs, outils et recherches exploitant les données de santé et biobanques;2024;En cours;48 mois;718 930,00;INSERM;cardiology/metabolism/clinical study/bioengineering/machine learnign;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\181_2024_nanocapteurs_metaboliques_pour_detecter_et_surveiller_la_signature_de_la_fibrillation_auriculaire.txt
rejected;Neurogénétique et multi-omique des pathologies neuroinflammatoires chez des familles multiplex pour améliorer la santé des patients;https://iresp.net/projets_finances/neurogenetique-et-multi-omique-des-pathologies-neuroinflammatoires-chez-des-familles-multiplex-pour-ameliorer-la-sante-des-patients/;MESSIDORE;Méthodologie des essais cliniques innovants, dispositifs, outils et recherches exploitant les données de santé et biobanques;2024;En cours;48 mois;926 500,00;INSERM;Neurology / Genomics / Functional genomics / Immunogenetics;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\182_2024_neurogenetique_et_multi_omique_des_pathologies_neuroinflammatoires_chez_des_familles_multiplex_pour_ameliorer_la_sante_d.txt
rejected;Neuropsychologie des Addictions en Communautés Thérapeutiques (NeuroAddiCT) – Ludivine Ritz;https://iresp.net/projets_finances/neuropsychologie-des-addictions-en-communautes-therapeutiques-neuroaddict/;Addictions;Lutte contre les addictions aux substances psychoactives;2019;Clos;36 mois;386742;Fonds de Lutte Contre les Addictions;"Neuropsychologie ; Addictologie";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\183_2019_neuropsychologie_des_addictions_en_communautes_therapeutiques_neuroaddict_ludivine_ritz.txt
rejected;Niveaux de consommation d’éthanol et paramètres comportementaux estimés lors de l’apprentissage par renforcement négatif ou positif (ELPENOR);https://iresp.net/projets_finances/niveaux-de-consommation-dethanol-et-parametres-comportementaux-estimes-lors-de-lapprentissage-par-renforcement-negatif-ou-positif-elpenor/;Addictions;Lutte contre les addictions aux substances psychoactives;2019;En cours;36 mois;99931;Fonds de Lutte Contre les Addictions;"Addictologie ; Épidémiologie ; Sciences comportementales ; Sciences computationnelles";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\184_2019_niveaux_de_consommation_d_ethanol_et_parametres_comportementaux_estimes_lors_de_l_apprentissage_par_renforcement_negatif.txt
accepted;Non recours aux ESMS (après notification vers un établissement ou un service pour personnes handicapées) : profils et motivations;https://iresp.net/projets_finances/non-recours-aux-esms-apres-notification-vers-un-etablissement-ou-un-service-pour-personnes-handicapees-profils-et-motivations/;Autonomie;Dispositifs et modalités d’accompagnement des personnes handicapées dans les établissements et services médico-sociaux;2017;Clos;12 mois;73 832,00 €;CNSA;Géographie / Economie / Démographie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\093_2017_non_recours_aux_esms_apres_notification_vers_un_etablissement_ou_un_service_pour_personnes_handicapees_profils_et_motiva.txt
rejected;“Nouvelles Organisations pour les Maladies chroniques des ADolescents” Impact des nouvelles organisations de transition sur le succès de la transition chez les adolescents porteurs de maladie chronique;https://iresp.net/projets_finances/nouvelles-organisations-pour-les-maladies-chroniques-des-adolescents-impact-des-nouvelles-organisations-de-transition-sur-le-succes-de-la-transition-chez-les-adolescents-porteurs-d/;Services, interventions et politiques favorables à la santé;Recherche en santé publique;2020;Clos;18 mois;101 160,00 €;DGS;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\185_2020_nouvelles_organisations_pour_les_maladies_chroniques_des_adolescents_impact_des_nouvelles_organisations_de_transition_su.txt
rejected;Observatoire Santé Environnement Local : Identifier, Quantifier et Réduire les inégalités Sociales et environnementales de santé du nouveau-né;https://iresp.net/projets_finances/observatoire-sante-environnement-local-identifier-quantifier-et-reduire-les-inegalites-sociales-et-environnementales-de-sante-du-nouveau-ne/;Services, interventions et politiques favorables à la santé;Général - Volet Prévention;2017;Clos;36 mois;99 962.38;DREES;"Géographie de la santé ; Biostatistiques ; Epidémiologie ; Démographie ; Economiste ;";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\186_2017_observatoire_sante_environnement_local_identifier_quantifier_et_reduire_les_inegalites_sociales_et_environnementales_de_.txt
rejected;Opioïdes : Profils de prescription à risque chez les sujets âgés;https://iresp.net/projets_finances/opioides-profils-de-prescription-a-risque-chez-les-sujets-ages/;Addictions;Substances psychoactives et comportements avec pouvoir addictif;2023;En cours;36 mois;124 000,00;Fonds de lutte contre les addictions;Pharmacologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\187_2023_opioides_profils_de_prescription_a_risque_chez_les_sujets_ages.txt
rejected;Impact d’une concertation entre médecin coordonnateur et médecin traitant sur l’optimisation de la prescription médicamenteuse de la personne entrant en EHPAD et la diminution des hospitalisations (OPTIM EHPAD) – Philippe MICHEL;https://iresp.net/projets_finances/optim-ehpad-impact-dune-concertation-entre-medecin-coordonnateur-et-medecin-traitant-sur-loptimisation-de-la-prescription-medicamenteuse-de-la-personne-entrant-en-ehpad-et-la-dimin/;Services, interventions et politiques favorables à la santé;Général -Volet Recherche sur les services de santé;2017;Clos;36 mois;195810,55;CNAMTS;"Santé publique ; Gériatrie ; Sociologie";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\188_2017_impact_d_une_concertation_entre_medecin_coordonnateur_et_medecin_traitant_sur_l_optimisation_de_la_prescription_medicame.txt
rejected;Ordonnance de Non-Prescription Ciblée : une solution contre l’antibiorésistance;https://iresp.net/projets_finances/ordonnance-de-non-prescription-ciblee-une-solution-contre-lantibioresistance/;Services, interventions et politiques favorables à la santé;Services, interventions et politiques favorables à la santé;2022;En cours;18 mois;100 000,00 €;DGS;Sciences comportementales Sociologie Econométrie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\189_2022_ordonnance_de_non_prescription_ciblee_une_solution_contre_l_antibioresistance.txt
